item_id,domain,group,standards,item_information,prompt,option_a,option_b,option_c,correct,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
S08ESS2.4H10,NA,8,S08ESS2.4,"H - Here is an ocean with water evaporating into the air. (Point to student materials.) What does the water vapor do when it rises and gets cold: turn into clouds, go to outer space, or turn into wind?",What does the water vapor do when it rises and gets cold?,turn into clouds,go to outer space,turn into wind,a,Water_Cycle1.ai,Lake_Clouds.ai,Lake_Moon.ai,Wind5.ai,Biology/Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4H15,ESS - OI,8,S08ESS2.4,"H - Here is rain forming a puddle. (Point to the prompt.) Which form of water is a puddle: solid, liquid, or vapor?",What form of water is a puddle?,solid,liquid,vapor,b,Rain_Lake.ai,NA,NA,NA,Weather,prompt + graphic,word only,word only,word only,Science_G8_S08ESS2.4H15_intro.mp3,Science_G8_S08ESS2.4H15_stem.mp3,Science_G8_S08ESS2.4H15_a.mp3,Science_G8_S08ESS2.4H15_b.mp3,Science_G8_S08ESS2.4H15_c.mp3,FT,OI,OI,OI,NA,1.23,1.23,1.23,1.23
S08ESS2.4H19,NA,8,S08ESS2.4,"H - Here is a picture of the water cycle. (Point to prompt.) At which point in the cycle is water a vapor or gas: precipitation, collection, or evaporation?",Here is a picture of the water cycle. At which point in the cycle is water a vapor or gas?,precipitation,collection,evaporation,c,Water_Cycle2.ai,Cloud_Rain3.ai,Lake1.ai,Evaporation.ai,Biology/Weather/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4H20,NA,8,S08ESS2.4,"H - Here is a picture of the water cycle. (Point to prompt.) What causes water to evaporate: Sun,  clouds, or rain?",Here is a picture of the water cycle. What causes water to evaporate?,Sun,clouds,rain,a,Water_Cycle2.ai,Sun1.ai,Cloud16.ai,Cloud_Rain3.ai,Biology/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.73,NA,NA,NA
S08ESS2.4H5,NA,8,S08ESS2.4,"H - Here is a glacier made of ice. (Point to diagram in prompt.)  Which state of water is ice: solid, liquid, or gas?",Which state of water is ice?,solid,liquid,gas,b,Mountain22.ai,NA,NA,NA,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4H9,NA,8,S08ESS2.4,"H - Here is a mountain covered with snow. (Point to student materials.) What will happen to the snow in the hot summer, will there be: more snow, the same snow, or will the snow melt?",What will happen to the snow in the hot summer?,more snow,same snow,snow melt,c,Mountain2.2.ai,Mountain2.3.ai,Mountain2.2.ai,Mountain11.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4HSAMPLE,NA,8,S08ESS2.4,"H - Here is a diagram showing water evaporating. (Point to diagram in prompt.) Which state is water in when it evaporates: ice, liquid, or vapor?",Which state is water in when it evaporates?,ice,liquid,vapor,c,Water_Cycle4.ai,Ice_Cube3.ai,Lake1.ai,Steam2.ai,Biology/Food/Plants_Outdoors/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4L1,NA,8,S08ESS2.4,"L - Here are three pictures. (Point to answer choices.) Which is a form of water: hat, ice, or tree?",Which is a form of water?,hat,ice,tree,b,NA,Hat1.ai,Ice_Cube5.ai,Apple_Tree1.ai,Clothing/Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4L11,NA,8,S08ESS2.4,"L - Here are three objects. (Point to answer choices.) Which is a form of ice: A, B, or C?",Which is a form of ice?,A,B,C,b,NA,Paper_Clip1.ai,Iceberg2.ai,Car1.ai,Classroom/Plants_Outdoors/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4L12,NA,8,S08ESS2.4,"L - Here are three pictures. (Point to answer choices.) Which is a form of water: A, B, or C?",Which is a form of water?,A,B,C,a,NA,Beach7.ai,Basketball11.ai,Flower2.ai,Plants_Outdoors/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4L16,NA,8,S08ESS2.4,"L - Here are three objects. (Point to answer choices.) Which is ice cubes: A, B, or C?",Which is ice cubes?,A,B,C,b,NA,Dog1.ai,Ice_Cube1.ai,Apple_Tree1.ai,Animals/Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4L2,NA,8,S08ESS2.4,"L - Here are three places. (Point to answer choices.) Which is made of water: ocean, desert, or forest?",Which is made of water?,ocean,desert,forest,a,NA,Beach7.ai,Desert1.ai,Forest2.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4L6,NA,8,S08ESS2.4,"L - Here are three pictures. (Point to answer choices.) Which shows water in solid form: spoon, apple, or ice?",Which shows water in solid form?,spoon,apple,ice,c,NA,Spoon3.ai,Apple3.ai,Ice_Cube3.ai,Household Objects/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.63,NA,NA,NA
S08ESS2.4M13,NA,8,S08ESS2.4,"M - Here are three pictures. (Point to answer choices.) Which shows both liquid water and ice: A, B, or C?",Which shows both liquid water and ice?,A,B,C,c,NA,Boiling_Water3.ai,Water15.ai,Iceberg3.ai,Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4M14,NA,8,S08ESS2.4,"M - Here are three objects. (Point to answer choices.) Which shows liquid water: A, B, or C?",Which shows liquid water?,A,B,C,a,NA,Water15.ai,Ice_Cube1.ai,Boiling_Water3.ai,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4M17,NA,8,S08ESS2.4,"M - Here are three forms of water. (Point to answer choices.) Which shows water as a liquid: A, B, or C?",Which shows water as a liquid?,A,B,C,c,NA,Ice_Cube7.ai,Steam.ai,Faucet_Water.ai,Food/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4M18,NA,8,S08ESS2.4,"M - Here are three forms of water. (Point to answer choices.) Which shows water as a solid: A, B, or C?",Which shows water as a solid?,A,B,C,a,NA,Ice_Cube6.ai,Boiling_Water3.ai,Faucet7.ai,Food/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4M3,NA,8,S08ESS2.4,"M - Here are three pictures. (Point to answer choices.) Which is a solid form of water: A, B, or C?",Which is a solid form of water?,A,B,C,c,NA,Water15.ai,River12.ai,Ice_Cube6.ai,Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4M4,NA,8,S08ESS2.4,"M - Here are three pictures. (Point to answer choices.) Which shows water as a liquid: snowman, waterfall, or ice cubes?",Which shows water as a liquid?,snowman,waterfall,ice cubes,b,NA,Snowman.ai,Waterfall2.ai,Ice_Cube6.ai,Misc./Plants_Outdoors/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.4M7,ESS - OI,8,S08ESS2.4,"M - Here are three pictures. (Point to answer choices.) Which shows water in solid form: tea, iceberg, or juice?",Which shows water in solid form?,tea,iceberg,juice,b,NA,Coffee4.ai,Iceberg3.ai,Water15.ai,Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,0.7,0.7,0.7,NA
S08ESS2.4M8,NA,8,S08ESS2.4,"M - Here are three pictures. (Point to answer choices.) Which shows water as a vapor: steam, iceberg, or juice?",Which shows water as a vapor?,steam,iceberg,juice,a,NA,Coffee5.ai,Iceberg3.ai,Water15.ai,Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5H10,NA,8,S08ESS2.5,"H - Here are three  types of weather. (Point to student materials.) When would you get wet outside: sunny, rainy, or cloudy?",When would you get wet outside?,sunny,rainy,cloudy,b,NA,Sun76.ai,Rain5.ai,Cloud6.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.49,NA,NA,NA
S08ESS2.5H14,ESS - FT,8,S08ESS2.5,"H - Here is a desert. (Point to the prompt.) Which type of weather happens mostly in the desert: rainy, sunny, or snowy?",Which type of weather happens mostly in the desert?,rainy,sunny,snowy,b,Desert9.ai,Cloud_Rain1.ai,Sun1.ai,Cloud_Snow2.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.08,NA,NA
S08ESS2.5H15,NA,8,S08ESS2.5,"H - Here is a puddle. (Point to the prompt.) Which type of weather formed the puddle: sunny, windy, or rainy?",Which type of weather formed the puddle?,sunny,windy,rainy,c,Puddle_Sidewalk.ai,Sun1.ai,Cloud15.ai,Cloud_Rain1.ai,Misc./Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.28,NA
S08ESS2.5H20,NA,8,S08ESS2.5,"H - Here are three types of weather. (Point to answer choices.) In which weather would you take an umbrella to stay dry: rainy, snowy, or sunny?",In which weather would you take an umbrella to stay dry?,rainy,snowy,sunny,a,NA,Rain_House.ai,Snow_House.ai,Sun_House.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S08ESS2.5H4,NA,8,S08ESS2.5,"H - Here are three pictures. (Point to answer choices.) Which shows wet weather: A, B, or C?",Which shows wet weather?,A,B,C,c,NA,Sun1.ai,Cloud5.ai,Cloud_Rain1.ai,Weather,prompt (SM),graphic + word,graphic + word,graphic + word,Science_G8_S08ESS2.5H4_intro.mp3,Science_G8_S08ESS2.5H4_stem.mp3,Science_G8_S08ESS2.5H4_a.mp3,Science_G8_S08ESS2.5H4_b.mp3,Science_G8_S08ESS2.5H4_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.1894
S08ESS2.5H5,NA,8,S08ESS2.5,"H - Here are three types of weather. (Point to answer choices.) Which shows freezing cold weather: A, B, or C?",Which shows freezing cold weather?,A,B,C,a,NA,Cloud_Snow2.ai,Sun1.ai,Rain2.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5L1,NA,8,S08ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows rainy weather: A, B, or C?",Which shows rainy weather?,A,B,C,b,NA,House5.ai,Rain2.ai,Sun1.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5L11,NA,8,S08ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows sunny weather: A, B, or C?",Which shows sunny weather?,A,B,C,b,NA,Tornado1.ai,Sun_Cloud.ai,Butterfly_On_Flower.ai,Weather/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5L16,NA,8,S08ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows sunny weather:  A, B, or C?",Which shows sunny weather?,A,B,C,c,NA,School_Bus.ai,Dog1.ai,Sun_House.ai,Transportation/Animals/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5L17,NA,8,S08ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows cloudy weather:  A, B, or C?",Which shows cloudy weather?,A,B,C,a,NA,Cloud7.ai,Apple1.ai,Rake2.ai,Weather/Food/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5L6,NA,8,S08ESS2.5,"L - Here are three pictures. (Point to student materials.) Which shows rain: A, B, or C?",Which shows rain?,A,B,C,c,NA,Dog1.ai,Car1.ai,Rain5.ai,Animals/Transportation/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5L7,NA,8,S08ESS2.5,"L - Here are three pictures. (Point to student materials.) Which shows sunny weather: A, B, or C?",Which shows sunny weather?,A,B,C,a,NA,Sun76.ai,Car1.ai,Dog1.ai,Weather/Transportation/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5LSAMPLE,NA,8,S08ESS2.5,"L - Here are three pictures. (Point to answer choices.) Which shows rainy weather: A, B, or C?",Which shows rainy weather?,A,B,C,a,NA,Rain2.ai,Banana1.ai,Truck1.ai,Weather/Food/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5M12,NA,8,S08ESS2.5,"M - Here are three types of weather. (Point to answer choices.) Which shows sunny weather: A, B, or C?",Which shows sunny weather?,A,B,C,c,NA,Lightning2.ai,Tornado1.ai,Sun_Cloud.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5M13,NA,8,S08ESS2.5,"M - Here are three types of weather. (Point to answer choices.) Which shows stormy weather: A, B, or C?",Which shows stormy weather?,A,B,C,a,NA,Lightning2.ai,Cloud_Sun1.ai,Sun_Cloud.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5M18,NA,8,S08ESS2.5,"M - Here are three pictures. (Point to answer choices.) Which shows sunny weather:  A, B, or C?",Which shows sunny weather?,A,B,C,c,NA,Rain_House.ai,Snow_House.ai,Sun_House.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5M19,NA,8,S08ESS2.5,"M - Here are three pictures. (Point to answer choices.) Which shows snowy weather:  A, B, or C?",Which picture shows snowy weather?,A,B,C,b,NA,Rain_House.ai,Snow_House.ai,Sun_House.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5M2,NA,8,S08ESS2.5,"M - Here are three pictures. (Point to answer choices.) Which shows rainy weather: A, B, or C?",Which shows rainy weather?,A,B,C,c,NA,Sun1.ai,Wind16.ai,Rain2.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5M3,NA,8,S08ESS2.5,"M - Here are three pictures. (Point to answer choices.) Which shows snowy weather: A, B, or C?",Which shows snowy weather?,A,B,C,b,NA,Sun1.ai,Snow10.ai,Wind16.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS2.5M8,NA,8,S08ESS2.5,"M - Here are three types of weather. (Point to student materials.) Which shows sunny weather: A, B, or C?",Which shows sunny weather?,A,B,C,a,NA,Sun76.ai,Cloud6.ai,Rain5.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.55,NA,NA,NA
S08ESS2.5M9,NA,8,S08ESS2.5,"M - Here are three types of weather.  (Point to student materials.) Which shows rainy weather: A, B, or C?",Which shows rainy weather?,A,B,C,c,NA,Sun76.ai,Cloud6.ai,Rain5.ai,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3H10,NA,8,S08ESS3.3,"H - Here is a garbage dump. (Point to student materials.) What is one way to reduce the number of cans in the dump: throw cans away, recycle cans, or litter cans?",What is one way to reduce the number of cans in the dump?,throw cans away,recycle cans,litter cans,b,Garbage_Pile2.ai,Trash.ai,Recycle.ai,Soda_Can2.ai,Plants_Outdoors/Misc./Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3H15,NA,8,S08ESS3.3,"H - Here is a graph showing the amount of trash produced by three towns. (Point to the graph in the prompt.) Which town produces the most trash: A, B, or C?",Here is a graph showing the amount of trash produced by three towns. Which town produces the most trash?,Town A,Town B,Town C,a,BarGraph_CityTrash1.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3H19,NA,8,S08ESS3.3,"H - Here is a bar graph showing the pounds of trash recycled by three schools. (Point to graph.) Which school recycled the most: A, B, or C?",Here is a bar graph showing the pounds of trash recycled by three schools. Which school recycled the most?,School A,School B,School C,a,BarGraph_SchoolRecycling1.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.45,NA,NA,NA
S08ESS3.3H20,ESS - OI,8,S08ESS3.3,"H - Here is a bar graph showing the amount of water used by three schools. (Point to graph.) Which school used the least amount of water: A, B, or C?",Here is a bar graph showing the amount of water used by three schools. Which school used the least amount of water?,School A,School B,School C,c,BarGraph_SchoolWater.ai,NA,NA,NA,Graph_Number Lines_Tables,prompt + graphic,word only,word only,word only,Science_G8_S08ESS3.3H20_intro.mp3,Science_G8_S08ESS3.3H20_stem.mp3,Science_G8_S08ESS3.3H20_a.mp3,Science_G8_S08ESS3.3H20_b.mp3,Science_G8_S08ESS3.3H20_c.mp3,FT,OI,OI,OI,NA,1.25,1.25,1.25,1.25
S08ESS3.3H5,NA,8,S08ESS3.3,"H - Here is a graph. (Point to graph.) Which city recycles the most: A, B, or C?",Which city recycles the most?,A,B,C,a,BarGraph_CityRecycling1.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3H9,NA,8,S08ESS3.3,"H - Here is a garbage dump. (Point to student materials.) What is one way to reduce the amount of garbage we make: use more bottles, reuse bottles and cups, or use more cups?",What is one way to reduce the amount of garbage we make?,use more bottles,reuse bottles and cups,use more cups,b,Garbage_Pile.ai,Water27.ai,Bottle.ai,Cup6.ai,Plants_Outdoors/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3L1,ESS - OI,8,S08ESS3.3,"L - Paul wants to protect the Earth. (Point to boy in prompt.) How could Paul help the Earth: throw a football, pile up rocks, or clean up trash?",How could Paul help the Earth?,throw a football,pile up rocks,clean up trash,c,Boy_Smiling3.ai,Boy_Football.ai,Boy_Shovel_Rocks.ai,Boy_Picking_Trash.ai,People,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08ESS3.3L1_intro.mp3,Science_G8_S08ESS3.3L1_stem.mp3,Science_G8_S08ESS3.3L1_a.mp3,Science_G8_S08ESS3.3L1_b.mp3,Science_G8_S08ESS3.3L1_c.mp3,FT,OI,OI,OI,NA,0.27,0.27,0.27,0.27
S08ESS3.3L11,NA,8,S08ESS3.3,"L - Here are three pictures. (Point to prompt.) Which shows a way to protect the Earth: turn off lights, complete a puzzle, or eat apples?",Which shows a way to protect the Earth?,turn off lights,complete a puzzle,eat apples,a,NA,Light_Switch2.ai,Puzzle_Pieces5.ai,Apple21.ai,Misc./Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3L12,NA,8,S08ESS3.3,"L - Here are three pictures. (Point to answer choices.) Which shows a way to protect the Earth: playing football, recycling, or drinking soda?",Which shows a way to protect the Earth?,football,recycling,soda,b,NA,Football1.ai,Recycle2.ai,Soda_Can1.ai,Sports/Misc./Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3L16,NA,8,S08ESS3.3,"L - Here are three pictures. (Point to answer choices.) Which boy is helping the Earth: A, B, or C?",Which boy is helping the Earth?,A,B,C,c,NA,Boy_Basketball5.ai,Boy_Eating1.ai,Boy_Throwing_Garbage2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3L2,NA,8,S08ESS3.3,"L - This is Jorgé. (Point to boy in prompt.) Which shows Jorgé  protecting the Earth: recycling trash, dancing, or flying kites?",Which shows Jorgé  protecting the Earth?,recycling trash,dancing,flying kites,a,Boy_Smiling3.ai,Boy_Picking_Recycling.ai,Boy_Jumping3.ai,Boy_Flying_Kite2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.33,NA,NA,NA
S08ESS3.3L6,NA,8,S08ESS3.3,"L - Here are three activities. (Point to materials.) Which shows someone helping the Earth: walking to school, picking up trash, or skate boarding?",Which shows someone helping the Earth?,walking to school,picking up trash,skate boarding,b,NA,Girl_Walking3.ai,Boy_Throwing_Garbage2.ai,Boy_Skateboarding2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3M13,NA,8,S08ESS3.3,"M - Here are three activities. (Point to prompt.) Which shows a way to protect the Earth: turning off lights, driving an old car, or polluting a stream?",Which shows a way to protect the Earth?,turning off lights,driving an old car,polluting a stream,a,NA,Light_Switch2.ai,Car7.ai,River16.ai,Misc./Transportation/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3M14,NA,8,S08ESS3.3,"M - Here are three activities. (Point to answer choices.) Which shows a way to protect the Earth: driving an old car, recycling empty cans, or polluting a stream?",Which shows a way to protect the Earth?,driving an old car,recycling empty cans,polluting a stream,b,NA,Car7.ai,Recycle.ai,River16.ai,Transportation/Misc./Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3M17,NA,8,S08ESS3.3,"M - Here are three pictures. (Point to answer choices.) Which boy is helping the Earth: A, B, or C?",Which boy is helping the Earth?,A,B,C,b,NA,Boy_Basketball5.ai,Boy_Throwing_Garbage2.ai,Lake_Littering.ai,People/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3M18,NA,8,S08ESS3.3,"M - Here are three activities. (Point to answer choices.) Which helps protect the Earth:  littering trash, bike riding, or polluting air.",Which helps protect the Earth?,littering trash,bike riding,smoking,b,NA,River8.ai,Boy_Bicycle8.ai,Man_Smoking.ai,Plants_Outdoors/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3M3,NA,8,S08ESS3.3,"M -  Here are three pictures. (Point to answer choices.) Which shows one way to protect the Earth: A, B, or C?",Which is a way to protect the Earth?,A,B,C,b,NA,Truck5.ai,Boy_Bicycle8.ai,Factory2.ai,Transportation/People/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3M4,NA,8,S08ESS3.3,"M - Mabel is finished drinking her water. (Point to girl with water bottle.) Where should Mabel put her bottle to protect the Earth: A, B, or C?",Where should Mabel put her bottle to protect the Earth?,A,B,C,c,Girl_Bottle.ai,River11.ai,Sidewalk.ai,Recycle2.ai,People/Plants_Outdoors/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3M7,NA,8,S08ESS3.3,"M - Here are three activities. (Point to materials.) Which shows someone protecting the planet: littering, playing, or recycling?",Which shows someone protecting the planet?,littering,playing,recycling,c,NA,Boy_Throwing_Garbage3.ai,Boy_Skateboarding3.ai,Girl_Recycling4.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.7,NA,NA,NA
S08ESS3.3M8,NA,8,S08ESS3.3,"M - Here are three activities. (Point to materials.) Which shows someone protecting the planet: recycling, littering, or polluting?",Which shows someone protecting the planet?,recycling,littering,polluting,a,NA,Boy_Recycling2.ai,Boy_Littering_Pond2.ai,Boy_Poison_Pond.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.3MSAMPLE,NA,8,S08ESS3.3,"M - Emma wants to protect the Earth. (Point to girl in prompt.) How could Emma help the Earth: litter trash, plant trees, or leave lights on?",How could Emma help the Earth?,litter trash,plant trees,leave lights on,b,Girl_Smiling11.ai,Girl_Littering.ai,Girl_Planting_Tree1.ai,Hand_Light_Switch.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4H10,NA,8,S08ESS3.4,"H - Here are three groups of friends. (Point to answer choices.) If each friend makes one pound of trash per day, which group makes the most trash: A, B, or C?","If each friend makes one pound of trash per day, which group makes the most trash?",A,B,C,c,NA,Boy_Girl3.ai,Boys1.ai,People3.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4H14,NA,8,S08ESS3.4,"H - Here is a logger. (Point to the prompt.) Which natural resource is used for logging: trees, coal, or water?",Which natural resource is used for logging?,trees,coal,water,a,Tree_Stumps_Boy.ai,Tree7.ai,Rock9.ai,River12.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4H15,NA,8,S08ESS3.4,"H - Here is a graph showing coal use by country. (Point to graph in prompt.) Which country uses the most coal: USA, China, or Russia?",Which country uses the most coal?,USA,China,Russia,b,BarGraph_CoalUse.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4H20,NA,8,S08ESS3.4,"H - Food crops are an important natural resource. Here is a graph showing the amount of corn produced by three farmers. (Point to graph.) Which farmer produced the most corn: A, B, or C?",Here is a graph showing the amount of corn produced by three farmers. Which farmer produced the most corn?,Farmer A,Farmer B,Farmer C,c,BarGraph_CornProduced.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
