item_id,group,standards,item_information,prompt,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
M04MED1.3_H09,4,M04MED1.3,"H -  Here is a picture of a square that is 4 feet by 4 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large square: 14, 16, or 18?",How many unit squares will fit in the large square?,14,16,18,b,NA,Square_Cubes1.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.61,NA,NA,NA
M04MED1.3_H10,4,M04MED1.3,"H -  Here is a picture of a rectangle that is 3 feet by 5 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large rectangle 5: 10, or 15?",How many unit squares will fit in the large rectangle 5?,5,10,15,c,NA,Square_Cubes2.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED1.3_H11,4,M04MED1.3,"H -  Here is a picture of a rectangle that is 5 feet by 2 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large rectangle: 20, 15, or 10?",How many unit squares will fit in the large rectangle?,20,15,10,a,NA,Square_Cubes3.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.73,NA,NA,NA
M04MED1.3_H12,4,M04MED1.3,"H -  Here is a picture of a rectangle that is 3 feet by 6 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large rectangle: 15, 18, or 20?",How many unit squares will fit in the large rectangle?,15,18,20,b,NA,Square_Cubes4.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,0.74,0.74,0.74,NA
M04MED1.3_L01,4,M04MED1.3,"L -  Here is a square that is 2 feet by 2 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large square: 2, 4, or 5?",How many unit squares will fit in the large square?,2,4,5,b,NA,Square_Cubes5.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.05,NA,NA,NA
M04MED1.3_L02,4,M04MED1.3,"L -  Here is a picture of a rectangle that is 1 foot by 4 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large rectangle: 1, 2, or 4?",How many unit squares will fit in the large rectangle?,1,2,4,c,NA,Square_Cubes6.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.86,NA,NA,NA
M04MED1.3_L03,4,M04MED1.3,"L -  Here is a picture of a rectangle that is 3 feet by 1 foot and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large rectangle: 3, 2, or 4?",How many unit squares will fit in the large rectangle?,3,2,4,a,NA,Square_Cubes7.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.42,NA,NA,NA
M04MED1.3_L04,4,M04MED1.3,"L -  Here is a picture of a rectangle that is 1 foot by 5 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large rectangle: 1, 2, or 5?",How many unit squares will fit in the large rectangle?,1,2,5,c,NA,Square_Cubes8.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED1.3_M05,4,M04MED1.3,"M -  Here is a picture of a rectangle that is 2 feet by 3 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large rectangle: 3, 6, or 7?",How many unit squares will fit in the large rectangle?,3,6,7,b,NA,Square_Cubes9.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.52,NA,NA,NA
M04MED1.3_M06,4,M04MED1.3,"M -  Here is a picture of a square that is 3 feet by 3 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large square: 3, 6, or 9?",How many unit squares will fit in the large square?,3,6,9,c,NA,Square_Cubes10.ai,NA,NA,NA,Shapes,prompt + graphic,number only,number only,number only,Math_G4_M04MED1.3_M06_intro.mp3,Math_G4_M04MED1.3_M06_stem.mp3,Math_G4_M04MED1.3_M06_a.mp3,Math_G4_M04MED1.3_M06_b.mp3,Math_G4_M04MED1.3_M06_c.mp3,FT,OI,OI,OI,NA,-0.24,-0.24,-0.24,-0.24
M04MED1.3_M07,4,M04MED1.3,"M -  Here is a picture of a rectangle that is 2 feet by 4 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large rectangle: 8, 4, or 9?",How many unit squares will fit in the large rectangle?,8,4,9,a,NA,Square_Cubes11.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.44,NA,NA,NA
M04MED1.3_M08,4,M04MED1.3,"M -  Here is a picture of a rectangle that is 5 feet by 2 feet and a unit square that is 1 foot by 1 foot. (Point to student materials.) How many unit squares will fit in the large rectangle: 9, 10, or 11?",How many unit squares will fit in the large rectangle?,9,10,11,b,NA,Square_Cubes12.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M04MED1.3_SAMPLE,4,M04MED1.3,"H -  Here is a picture of a rectangle that is 4 feet by 5 feet and a unit square that is 1 foot by  1 foot. (Point to student materials.) How many unit squares will fit in the large rectangle: 5, 10, or 20?",How many unit squares will fit in the large rectangle?,5,10,20,c,NA,Square_Cubes13.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M04MED2.4_H09,4,M04MED2.4,"H -  Here is a line plot of how many inches of rain Portland had in January, February, and March. The rain drops show how many inches of rain fell. (Point to student materials.) How many inches of rain did Portland have in February: 12, 13 1/2, or 15 1/2?",How many inches of rain did Portland have in February?,12,13.5,15.5,b,NA,PicGraph_Rain_Jan_Feb_Mar.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.65,NA,NA
M04MED2.4_H10,4,M04MED2.4,"H -  Here is a line plot of how many pizzas each family ate in a year. (Point to student materials.) How many pizzas were eaten by Family 2: 10 1/4, 12, 14 1/2?",How many pizzas were eaten by Family 2?,10.25,12,14.5,a,NA,PicGraph_Pizza_Family123.ai,NA,NA,NA,Shapes,prompt (SM),number only,number only,number only,Math_G4_M04MED2.4_H10_intro.mp3,Math_G4_M04MED2.4_H10_stem.mp3,Math_G4_M04MED2.4_H10_a.mp3,Math_G4_M04MED2.4_H10_b.mp3,Math_G4_M04MED2.4_H10_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.1057
M04MED2.4_H11,4,M04MED2.4,"H -  Here is a line plot of how many ounces bundles of grapes weigh. (Point to student materials.) How much heavier is the heaviest bundle of grapes compared to the lightest bundle: 40 ounces, 20 ounces, or 30 ounces?",How much heavier is the heaviest bundle of grapes compared to the lightest bundle?,40 oz.,20 oz.,30 oz.,b,NA,NumberLine_20-40a.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt (SM),number only,number only,number only,Math_G4_M04MED2.4_H11_intro.mp3,Math_G4_M04MED2.4_H11_stem.mp3,Math_G4_M04MED2.4_H11_a.mp3,Math_G4_M04MED2.4_H11_b.mp3,Math_G4_M04MED2.4_H11_c.mp3,NA,NA,FT,OI,NA,NA,NA,1.51,1.51
M04MED2.4_H12,4,M04MED2.4,"H -  Here is a line plot of the heights of different trees in feet. (Point to student materials.) How much taller is the tallest tree compared to the second tallest tree: 3, 5, or 7 feet?",How much taller is the tallest tree compared to the second tallest tree?,3,5,7,a,NA,NumberLine_20-40b.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M04MED2.4_L01,4,M04MED2.4,"L -  Here is a line plot of how many times each student ate apples last week. The X's show the number of students who ate that number of apples. (Point to student materials.) How many students ate 5 apples: 3, 4, or 5?",How many students ate 5 apples?,3,4,5,c,NA,NumberLine_1-5a.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED2.4_L02,4,M04MED2.4,"L -  Here is a line plot of how many years each girl has played soccer. The X's show the number of girls who have played for that number of years. (Point to the student materials.) How many girls played soccer for 4 years: 6, 7, or 9?",How many girls played soccer for 4 years?,6,7,9,b,NA,NumberLine_1-5b.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED2.4_L03,4,M04MED2.4,"L -  Here is a line plot of how many crayons each student has. The X's show that students who have that number of crayons. (Point to student materials.) How many students have 10 crayons: 5, 6, or 8?",How many students have 10 crayons?,5,6,8,b,NA,NumberLine_10-15a.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.95,NA,NA
M04MED2.4_L04,4,M04MED2.4,"L -  Here is a line plot of how many days friends went to the swimming pool. The X's show the friends who have spent that number of days at the swimming pool. (Point to student materials.) How many friends went to the swimming pool for 5 days: 6, 8, or 10?",How many friends went to the swimming pool for 5 days?,6,8,10,b,NA,NumberLine_1-5c.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED2.4_M05,4,M04MED2.4,"M -  Here is a line plot of how many baskets each team member made during the basketball game. The X's show how many baskets for that number of team members. (Point to student materials.) How many baskets did the team make all together: 4, 12, or 20?",How many baskets did the team make all together?,4,12,20,c,NA,NumberLine_1-5d.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED2.4_M06,4,M04MED2.4,"M -  Here is a line plot of pieces of candy. The X's show how man y candies each kid got. (Point to student materials.) How many kids got 4 or 5 pieces of candy: 10, 12, or 14?",How many kids got 4 or 5 pieces of candy?,10,12,14,b,NA,NumberLine_1-6a.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.81,NA
M04MED2.4_M07,4,M04MED2.4,"M -  Here is a line plot of how many pencils each student has. The X's show the students who have that number of pencils. (Point to student materials.) How many students have two or three pencils: 13, 14, or 15?",How many students have two or three pencils?,13,14,15,b,NA,NumberLine_1-6b.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED2.4_M08,4,M04MED2.4,"M -  Here is a line plot of how many pet fish each friend has. (Point to student materials.) How many friends have 3 or 4 pet fish: 11, 15, or 18?",How many friends have 3 or 4 pet fish?,11,15,18,a,NA,NumberLine_1-6c.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED2.4_SAMPLE,4,M04MED2.4,"L -  Here is a line plot of how many pets each student has. The X's show the students who have that number of pets (Point to student materials.) How many students have three pets: 1, 2, or 3?",How many students have three pets?,1,2,3,b,NA,NumberLine_1-5e.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AH09,4,M04MED3.5a,"H -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,b,NA,IntersectingLines_ABC1.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AH10,4,M04MED3.5a,"H -  Here are three triangles. (Point to student materials.) Which of these triangles have a 90-degree angle: A and B, B and C, or A and C?",Which of these triangles have a 90-degree angle?,A and B,B and C,A and C,a,NA,Triangles_ABC.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AH11,4,M04MED3.5a,"H -  Here are three angles. (Point to student materials.) Which of these angles are the same: D and E, E and F, or D and F?",Which of these angles are the same?,D and E,E and F,D and F,b,NA,IntersectingLines_DEF.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AH12,4,M04MED3.5a,"H -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,c,NA,IntersectingLines_ABC2.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AL01,4,M04MED3.5a,"L -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,c,NA,NA,Right_Angle.ai,Acute_Angle1.ai,Right_Angle.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AL02,4,M04MED3.5a,"L -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,a,NA,NA,Right_Angle.ai,Right_Angle.ai,Obtuse_Angle1.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AL03,4,M04MED3.5a,"L -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,b,NA,NA,Obtuse_Angle2.ai,Right_Angle.ai,Right_Angle.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AL04,4,M04MED3.5a,"L -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,a,NA,NA,Right_Angle.ai,Right_Angle.ai,Acute_Angle2.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AM05,4,M04MED3.5a,"M -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,b,NA,NA,Right_Angle.ai,Acute_Angle1.ai,Acute_Angle1.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AM06,4,M04MED3.5a,"M -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,a,NA,NA,Acute_Angle4.ai,Acute_Angle4.ai,Right_Angle.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AM07,4,M04MED3.5a,"M -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,c,NA,NA,Acute_Angle1.ai,Obtuse_Angle2.ai,Acute_Angle1.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5AM08,4,M04MED3.5a,"M -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,b,NA,NA,Right_Angle.ai,Acute_Angle5.ai,Acute_Angle5.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04MED3.5ASAMPLE,4,M04MED3.5a,"M -  Here are three angles. (Point to student materials.) Which of these angles are the same: A and B, B and C, or A and C?",Which of these angles are the same?,A and B,B and C,A and C,a,NA,NA,Right_Angle.ai,Right_Angle.ai,Acute_Angle1.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.1_H09,4,M04NBT1.1,"H -  Here is the number 23. (Point to student materials.) Which number is in the tens' place: 5, 3, or 2?","Which number is in the tens' place?
23",5,3,2,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.1_H10,4,M04NBT1.1,"H -  Here is the number 40. (Point to student materials.) Which number is in the tens' place: 4, 0, or 5?","Which number is in the tens' place?
40",4,0,5,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.1_H11,4,M04NBT1.1,"H -  Here is the number 37. (Point to student materials.) Which number is in the ones' place: 3, 7, or 8?","Which number is in the ones' place?
37",3,7,8,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.1_H12,4,M04NBT1.1,"H -  Here is the number 12. (Point to student materials.) Which number is in the ones' place: 2, 1, or 3?","Which number is in the ones' place?
12",2,1,3,a,NA,NA,NA,NA,NA,NA,prompt (SM),number only,number only,number only,Math_G4_M04NBT1.1_H12_intro.mp3,Math_G4_M04NBT1.1_H12_stem.mp3,Math_G4_M04NBT1.1_H12_a.mp3,Math_G4_M04NBT1.1_H12_b.mp3,Math_G4_M04NBT1.1_H12_c.mp3,NA,FT,OI,OI,NA,NA,1.04,1.04,1.04
M04NBT1.1_L01,4,M04NBT1.1,"L -  Here are the numbers 18, 20, and 25. (Point to student materials.) A multiple evenly goes into a number. Which number is a multiple of 10: 18, 20, 25?","Which number is a multiple of 10?
18    20    25",18,20,25,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.1_L02,4,M04NBT1.1,"L -  Here are the numbers 30, 31, and 32. (Point to student materials.) A multiple evenly goes into a number. Which number is a multiple of 10: 30, 31, or 32?","Which number is a multiple of 10?
30    31    32",30,31,32,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.1_L03,4,M04NBT1.1,"L -  Here are the numbers 5, 10, and 15. (Point to student materials.)  A multiple evenly goes into a number. Which number is a multiple of 10: 5, 10, or 15?","Which number is a multiple of 10?
5    10    15",5,10,15,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.1_L04,4,M04NBT1.1,"L -  Here are the numbers 12, 33, and 40. (Point to student materials.) A multiple evenly goes into a number. Which number is a multiple of 10: 12, 33, or 40?","Which number is a multiple of 10?
12    33    40",12,33,40,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.15,NA,NA
M04NBT1.1_M05,4,M04NBT1.1,"M -  Here is the number 22. (Point to student materials.) 22 has two tens and two ones. How much more is the two in the tens' place (Point to the 2 in the ten's column.) compared to the two in the ones' place? (Point to the two in the one's column.) Five, ten, or twenty times as much?","How much more is the two in the tens' place compared to the two in the ones' place? 
22",5,10,20,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.64,NA
M04NBT1.1_M06,4,M04NBT1.1,"M -  Here is the number 33. (Point to student materials.) 33 has three tens and three ones. How much more is the three in the tens' place (Point to the 3 in the ten's column.) compared to the three in the ones' place? (Point to the three in the one's column.) Ten, five, or one times as much?","How much more is the three in the tens' place compared to the three in the ones' place? 
33",10,5,1,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.1_M07,4,M04NBT1.1,"M -  Here is the number 11. (Point to student materials.) 11 has one ten and one 1. How much more is the one in the tens' place (Point to the 1 in the tens' column.) compared to the one in the ones' place? (Point to the one in the ones' column.) One, ten, or five times as much?","11 has one ten and one 1. How much more is this one worth compared to this one?
11",1,10,5,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.1_M08,4,M04NBT1.1,"M -  Here is the number 44. (Point to student materials.) 44 has four tens and 4 ones. How much more is the four in the tens' place (Point to the 4 in the tens' column.) compared to the four in the ones' place? (Point to the four in the ones' column.) One, four, or ten times as much?","How much more is this four worth compared to this four? 
44",1,4,10,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.1_SAMPLE,4,M04NBT1.1,"M -  Here is the number 11. (Point to student materials.) 11 has one ten and one 1. How much more is the one in the tens' place (Point to the 1 in the tens' column.) compared to the one in the ones' place? (Point to the one in the ones' column.) One times more, 10 times more, or 5 times more?","How much more is the one in the tens' place compared to the one in the ones' place? 
11",1,10,5,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.2_H09,4,M04NBT1.2,"H -  Here is the name for the number thirty-two. (Point to student materials.) Which of these numbers is thirty-two: A, B, or C?",Which of these numbers is thirty-two?,32,30,20,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.87,NA,NA,NA
M04NBT1.2_H10,4,M04NBT1.2,"H -  Here is the name for the number thirty-five. (Point to student materials.) Which of these numbers is thirty-five: A, B, or C?",Which of these numbers is thirty-five?,32,35,37,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.12,NA,NA,NA
M04NBT1.2_H11,4,M04NBT1.2,"H -  Here is the name for the number thirty-eight. (Point to student materials.) Which of these numbers is thirty-eight: A, B, or C?",Which of these numbers is thirty-eight?,18,30,38,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.85,NA,NA,NA
M04NBT1.2_H12,4,M04NBT1.2,"H -  Here is the name for the number forty. (Point to student materials.) Which of these numbers is forty: A, B, or C?",Which of these numbers is forty?,40,20,34,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.71,NA,NA,NA
M04NBT1.2_L01,4,M04NBT1.2,"L -  Here is the name for the number five. (Point to student materials.) Which of these numbers is five: A, B, or C?",Which of these numbers is five?,2,5,7,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.57,NA,NA,NA
M04NBT1.2_L02,4,M04NBT1.2,"L -  Here is the name for the number ten. (Point to student materials.) Which of these numbers is ten: A, B, or C?",Which of these numbers is ten?,5,8,10,c,NA,NA,NA,NA,NA,NA,prompt (SM),number + A,number + B,number + C,Math_G4_M04NBT1.2_L02_intro.mp3,Math_G4_M04NBT1.2_L02_stem.mp3,Math_G4_M04NBT1.2_L02_a.mp3,Math_G4_M04NBT1.2_L02_b.mp3,Math_G4_M04NBT1.2_L02_c.mp3,FT,OI,OI,OI,NA,-2.81,-2.81,-2.81,-2.81
M04NBT1.2_L03,4,M04NBT1.2,"L -  Here is the name for the number seven. (Point to student materials.) Which of these is the number seven: A, B, or C?",Which of these is the number seven?,3,7,9,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.78,NA,NA,NA
M04NBT1.2_L04,4,M04NBT1.2,"L -  Here is the name for the number eight. (Point to student materials.) Which of these numbers is eight: A, B, or C?",Which of these numbers is eight?,8,5,2,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.73,NA,NA,NA
M04NBT1.2_M05,4,M04NBT1.2,"M -  Here is the name for the number thirteen. (Point to student materials.) Which of these numbers is thirteen: A, B, or C?",Which of these numbers is thirteen?,10,13,15,b,NA,NA,NA,NA,NA,NA,prompt (SM),number + A,number + B,number + C,Math_G4_M04NBT1.2_M05_intro.mp3,Math_G4_M04NBT1.2_M05_stem.mp3,Math_G4_M04NBT1.2_M05_a.mp3,Math_G4_M04NBT1.2_M05_b.mp3,Math_G4_M04NBT1.2_M05_c.mp3,FT,OI,OI,OI,NA,-1.98,-1.98,-1.98,-1.98
M04NBT1.2_M06,4,M04NBT1.2,"M -  Here is the name for the number twenty-four. (Point to student materials.) Which of these numbers is twenty-four: A, B, or C?",Which of these numbers is twenty-four?,24,20,30,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.09,NA,NA,NA
M04NBT1.2_M07,4,M04NBT1.2,"M -  Here is the name for the number twenty-seven. (Point to student materials.) Which of these numbers is twenty-seven: A, B, or C?",Which of these numbers is twenty-seven?,17,23,27,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.38,NA,NA,NA
M04NBT1.2_M08,4,M04NBT1.2,"M -  Here is the name for the number thirty. (Point to student materials.) Which of these numbers is thirty: A, B, or C?",Which of these numbers is thirty?,20,30,23,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.52,NA,NA,NA
M04NBT1.2_SAMPLE,4,M04NBT1.2,"H -  Here is the name for the number thirty-seven. (Point to student materials.) Which of these numbers is thirty-seven: A, B, or C?",Which of these numbers is thirty-seven?,17,27,37,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M04NBT1.3_H09,4,M04NBT1.3,"H -  Here are the numbers 30, 32, and 40 on this number line. (Point to student materials.) Is 32 closer to 30, 40, or the same distance from both?","Is 32 closer to 30, 40, or the same distance from both?",30,40,same,a,NA,NumberLine_30-40a.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.29,NA,NA,NA
