item_id,group,standards,item_information,prompt,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
M05MED3.4_L02,5,M05MED3.4,"(L) Here is a unit cube that is 1-inch, by 1-inch, by 1-inch and a box that is 2 inches long, 4 inches wide, and 1 inch high. (Point to student materials.) Volume equals L x W, x H or 2 x 4 x 1. How many unit cubes will fit in this box: 8, 12, or 16?",How many unit cubes will fit in this box?,8,12,16,a,NA,Square_Cubes52.AI,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.46,NA,NA,NA
M05MED3.4_L03,5,M05MED3.4,"(L) Here is a unit cube that is 1-inch, by 1-inch, by 1-inch and a box that is 1 inch long, 6 inches wide, and 1 inch high. (Point to student materials.) Volume equals L x W, x H or 1 x 6 x 1. How many unit cubes will fit in this box: 2, 4 or 6?",How many unit cubes will fit in this box?,2,4,6,c,NA,Square_Cubes53.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.65,NA,NA,NA
M05MED3.4_L04,5,M05MED3.4,"(L) Here is a unit cube that is 1-inch, by 1-inch, by 1-inch and a box that is 2 inches long, 3 inches wide, and 1 inch high. (Point to student materials.) Volume equals L x W, x H or 2 x 3 x 1. How many unit cubes will fit in this box: 4, 6 or 10?",How many unit cubes will fit in this box?,4,6,10,b,NA,Square_Cubes54.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.93,NA,NA,NA
M05MED3.4_M05,5,M05MED3.4,"(M) Here is a unit cube that is 1-inch, by 1-inch, by 1-inch and a box that is 3 inches long, 3 inches wide, and 2 inches high. (Point to student materials.) Volume equals L x W, x H. How many unit cubes will fit in this box: 10, 18, or 20?",How many unit cubes will fit in this box?,10,18,20,b,NA,Square_Cubes55.ai,NA,NA,NA,Shapes,prompt + graphic,number only,number only,number only,Math_G5_M05MED3.4_M05_intro.mp3,Math_G5_M05MED3.4_M05_stem.mp3,Math_G5_M05MED3.4_M05_a.mp3,Math_G5_M05MED3.4_M05_b.mp3,Math_G5_M05MED3.4_M05_c.mp3,FT,NA,NA,OI,NA,1.87,NA,NA,1.3283
M05MED3.4_M06,5,M05MED3.4,"(M) Here is a unit cube that is 1-inch, by 1-inch, by 1-inch and a box that is 4 inches long, 2 inches wide, and 2 inches high. (Point to student materials.) Volume equals L x W, x H. How many unit cubes will fit in this box: 12, 14, or 16?",How many unit cubes will fit in this box?,12,14,16,c,NA,Square_Cubes56.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.12,NA,NA,NA
M05MED3.4_M07,5,M05MED3.4,"(M) Here is a unit cube that is 1-inch, by 1-inch, by 1-inch and a box that is 5 inches long, 2 inches wide, and 2 inches high. (Point to student materials.) Volume equals L x W, x H. How many unit cubes will fit in this box: 16, 18, or 20?",How many unit cubes will fit in this box?,16,18,20,c,NA,Square_Cubes57.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.88,NA,NA,NA
M05MED3.4_M08,5,M05MED3.4,"(M) Here is a unit cube that is 1-inch, by 1-inch, by 1-inch and a box that is 6 inches long, 2 inches wide, and 1 inch high. (Point to student materials.) Volume equals L x W, x H. How many unit cubes will fit in this box: 12, 14, or 18?",How many unit cubes will fit in this box?,12,14,18,a,NA,Square_Cubes58.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.99,0.99,NA,NA
M05MED3.4_SAMPLE,5,M05MED3.4,"(M) Here is a unit cube that is 1-inch, by 1-inch, by 1-inch and a box that is 2 inches long, 3 inches wide, and 3 inches high. (Point to student materials.) Volume equals L x W, x H. How many unit cubes will fit in this box: 10, 14, or 18?",How many unit cubes will fit in this box?,10,14,18,c,NA,Square_Cubes59.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M05MED3.5BH09,5,M05MED3.5b,"(H) Here is a cube with a base area of 7 square inches and a height of 3 inches. (Point to student materials.) How many cubic inches is this cube: 18, 21 or 24?",How many cubic inches is this cube?,18,21,24,b,NA,Square_Cubes60.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.45,NA
M05MED3.5BH10,5,M05MED3.5b,"(H) Here is a cube with a base area of 6 square inches and a height of 4 inches. (Point to student materials.) How many cubic inches is this cube: 24, 26, or 28?",How many cubic inches is this cube?,24,26,28,a,NA,Square_Cubes61.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.3,NA
M05MED3.5BH11,5,M05MED3.5b,"(H) Here is a cube with a base area of 6 square inches and a height of 5 inches. (Point to student materials.) How many cubic inches is this cube: 26, 28, or 30?",How many cubic inches is this cube?,26,28,30,c,NA,Square_Cubes62.ai,NA,NA,NA,Shapes,prompt + graphic,number only,number only,number only,Math_G5_M05MED3.5BH11_intro.mp3,Math_G5_M05MED3.5BH11_stem.mp3,Math_G5_M05MED3.5BH11_a.mp3,Math_G5_M05MED3.5BH11_b.mp3,Math_G5_M05MED3.5BH11_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.6088
M05MED3.5BH12,5,M05MED3.5b,"(H) Here is a cube with a base area of 10 square inches and a height of 3 inches. (Point to student materials.) How many cubic inches is this cube: 26, 28, or 30?",How many cubic inches is this cube?,26,28,30,c,NA,Square_Cubes63.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M05MED3.5BL01,5,M05MED3.5b,"(L) Here is a box with the measurements: length = 2 inches, width = 2 inches, and height = 2 inches. (Point to student materials.) Cubic inches are equal to L x W x H or 2 x 2 x 2. How many cubes are in the box: 2, 4 or 8?",How many unit cubes will fit in this box?,2,4,8,c,NA,Square_Cubes64.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05MED3.5BL02,5,M05MED3.5b,"(L) Here is a box with the measurements: length = 3 inches, width = 2 inches, and height = 1 inch. (Point to student materials.) How many cubes are in the box: 4, 6 or 10?",How many cubes are in the box?,4,6,10,b,NA,Square_Cubes65.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05MED3.5BL03,5,M05MED3.5b,"(L) Here is a box with the measurements: length = 2 inches, width = 1 inch, and height = 3 inch. (Point to student materials.) How many cubes are in the box: 2, 4, or 6?",How many cubes are in the box?,2,4,6,c,NA,Square_Cubes66.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05MED3.5BL04,5,M05MED3.5b,"(L) Here is a box with the measurements: length = 1 inch, width = 5 inches, and height = 2 inches. (Point to student materials.) How many cubes are in the box: 4, 5, or 10?",How many cubes are in the box?,4,5,10,c,NA,Square_Cubes67.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05MED3.5BM05,5,M05MED3.5b,"(M) Here is a cube with a base measurement of 8 square inches and a height of 2 inches. (Point to student materials.) How many cubic inches is the box: 12, 16, or 18?",How many cubic inches is the box?,12,16,18,b,NA,Square_Cubes68.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05MED3.5BM06,5,M05MED3.5b,"(M) Here is a cube with a base measurement of 6 square inches and a height of 2 inches. (Point to student materials.) How many cubic inches is the box: 16, 18, or 20?",How many cubic inches is the box?,16,18,20,b,NA,Square_Cubes69.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.95,NA,NA
M05MED3.5BM07,5,M05MED3.5b,"(M) Here is a cube with a base measurement of 12 square inches and a height of 1 inch. (Point to student materials.) How many cubic inches is the box: 12, 15, or 18?",How many cubic inches is the box?,12,15,18,a,NA,Square_Cubes70.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05MED3.5BM08,5,M05MED3.5b,"(M) Here is a cube with a base measurement of 10 square inches and a height of 2 inches. (Point to student materials.) How many cubic inches is the box: 10, 15, or 20?",How many cubic inches is the box?,10,15,20,c,NA,Square_Cubes71.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05MED3.5BSAMPLE,5,M05MED3.5b,"(H) Here is a cube with a base area of 8 square inches and a height of 3 inches. (Point to student materials.) How many cubic inches is this cube: 16, 24, or 30?",How many cubic inches is this cube?,16,24,30,b,NA,Square_Cubes72.ai,NA,NA,NA,Shapes,prompt + graphic,number only,number only,number only,Math_G5_M05MED3.5BSAMPLE_intro.mp3,Math_G5_M05MED3.5BSAMPLE_stem.mp3,Math_G5_M05MED3.5BSAMPLE_a.mp3,Math_G5_M05MED3.5BSAMPLE_b.mp3,Math_G5_M05MED3.5BSAMPLE_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.3509
M05NBT1.1_H09,5,M05NBT1.1,"(H) Here is the number 42. (Point to student materials.) Which number is in the tens' place: 4, 2, or 20?","42

Which number is in the tens' place?",4,2,20,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.45,NA,NA,NA
M05NBT1.1_H10,5,M05NBT1.1,"(H) Here is the number 96. (Point to student materials.) Which number is in the ones' place: 9, 6, or 60?","96

Which number is in the ones' place?",9,6,60,b,NA,NA,NA,NA,NA,NA,prompt (SM),number only,number only,number only,Math_G5_M05NBT1.1_H10_intro.mp3,Math_G5_M05NBT1.1_H10_stem.mp3,Math_G5_M05NBT1.1_H10_a.mp3,Math_G5_M05NBT1.1_H10_b.mp3,Math_G5_M05NBT1.1_H10_c.mp3,FT,OI,OI,OI,NA,0.87,0.87,0.87,0.87
M05NBT1.1_H11,5,M05NBT1.1,"(H) Here is the number 54. (Point to student materials.) Which number is in the ones' place: 5, 4, or 40?","54

Which number is in the ones' place?",5,4,40,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.7,NA,NA,NA
M05NBT1.1_H12,5,M05NBT1.1,"(H) Here is the number 28. (Point to student materials.) Which number is in the tens' place: 2, 8, or 80?","28

Which number is in the tens' place?",2,8,80,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.93,NA,NA,NA
M05NBT1.1_L01,5,M05NBT1.1,"(L) Here are numbers that go up by 10. (Point to student materials.) Which of these numbers is a multiple of ten: 5, 25, or 50?","10 20 30 40 50

Which of these numbers  is a multiple of ten?",5,25,50,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.1_L02,5,M05NBT1.1,"(L) Here are numbers that go up by 10. (Point to student materials.) Which of these numbers is a multiple of ten: 5, 40, or 55?","10 20 30 40 50

Which of these numbers is a multiple of ten?",5,40,55,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.19,NA,NA,NA
M05NBT1.1_L03,5,M05NBT1.1,"(L) Here are numbers that go up by 10. (Point to student materials.) Which of these numbers is a multiple of ten: 20, 25, or 45?","20 30 40 50 60

Which of these numbers is a multiple of ten?",20,25,45,a,NA,NA,NA,NA,NA,NA,prompt (SM),number only,number only,number only,Math_G5_M05NBT1.1_L03_intro.mp3,Math_G5_M05NBT1.1_L03_stem.mp3,Math_G5_M05NBT1.1_L03_a.mp3,Math_G5_M05NBT1.1_L03_b.mp3,Math_G5_M05NBT1.1_L03_c.mp3,FT,OI,OI,OI,NA,-0.03,-0.03,-0.03,-0.03
M05NBT1.1_L04,5,M05NBT1.1,"(L) Here are numbers that go up by 10. (Point to student materials.) Which of these numbersis a multiple of ten: 5, 15, or 60?","20 30 40 50 60

Which of these numbers in the pattern above is a multiple of ten?",5,15,60,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.15,NA,NA,NA
M05NBT1.1_M05,5,M05NBT1.1,"(M) Here is the number 11. (Point to student materials.) How many times greater is the one in the tens' place compared to the one in the ones' place: 1, 10, or 100?","11

How many times greater is the one in the tens' place compared to the one in the ones' place?
",1,10,100,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.29,NA,NA,NA
M05NBT1.1_M06,5,M05NBT1.1,"(M) Here is the number 33. (Point to student materials.) How many times greater is the three in the tens' place compared to the three in the ones' place: 1, 10, or 100?","33

How many times greater is the three in the tens' place compared to the three in the ones' place?
",3,10,30,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.1_M07,5,M05NBT1.1,"(M) Here is the number 22. (Point to student materials.) How many times greater is the two in the tens' place compared to the two in the ones' place: 10, 20, or 200?","22

How many times greater is the two in the tens' place compared to the two in the ones' place?",10,20,200,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,2.28,NA,NA,NA
M05NBT1.1_M08,5,M05NBT1.1,"(M) Here is the number 55. (Point to student materials.) How many times greater is the five in the tens' place compared to the five in the ones' place: 0, 5, or 10?","55

How many times greater is the five in the tens' place compared to the five in the ones' place?",0,5,10,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.1_SAMPLE,5,M05NBT1.1,"(L) Here are numbers that go up by 10. (Point to student materials.) Which of these numbers is a multiple of ten: 5, 15, or 20?","10 20 30 40 50

Which of these numbers is a multiple of ten?",5,15,20,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.2_H09,5,M05NBT1.2,"(H) Here is the number 33.3. (Point to student materials.) How many times greater is the three in the tens' place compared to the three in the ones' place: 3, 10, or 30?","33.3

How many times greater is the three in the tens' place compared to the three in the ones' place?",3,10,30,b,NA,NA,NA,NA,NA,NA,prompt (SM),number only,number only,number only,Math_G5_M05NBT1.2_H09_intro.mp3,Math_G5_M05NBT1.2_H09_stem.mp3,Math_G5_M05NBT1.2_H09_a.mp3,Math_G5_M05NBT1.2_H09_b.mp3,Math_G5_M05NBT1.2_H09_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.7528
M05NBT1.2_H10,5,M05NBT1.2,"(H) Here is the number 44.4. (Point to student materials.) How many times greater is the four in the tens' place compared to the four in the ones' place: 10, 40, 400?","44.4

How many times greater is the four in the tens' place compared to the four in the ones' place?",10,40,400,a,NA,NA,NA,NA,NA,NA,prompt (SM),number only,number only,number only,Math_G5_M05NBT1.2_H10_intro.mp3,Math_G5_M05NBT1.2_H10_stem.mp3,Math_G5_M05NBT1.2_H10_a.mp3,Math_G5_M05NBT1.2_H10_b.mp3,Math_G5_M05NBT1.2_H10_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,2.2382
M05NBT1.2_H11,5,M05NBT1.2,"(H) Here is the number 55.5. (Point to student materials.) How many times greater is the five in the tens' place compared to the five in the ones' place: 5, 10, or 50?","55.5

How many times greater is the five in the tens' place compared to the five in the ones' place?",5,10,50,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.7,NA,NA
M05NBT1.2_H12,5,M05NBT1.2,"(H) Here is the number 55.5. (Point to student materials.) How many times greater is the five in the ones' place compared to the five in the tenths' place: 5, 10, or 50?","55.5

How many times greater is the five in the ones' place compared to the five in the tenths' place?",5,10,50,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.81,NA
M05NBT1.2_L01,5,M05NBT1.2,"(L) Here is the number 4. (Point to student materials.) Which number is equal to 10 times the number 4, or 4 x 10: 2, 31, or 40?","4

Which number is equal to 10 times the number 4, or 4 x 10?",2,31,40,c,NA,Circle12.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.2_L02,5,M05NBT1.2,"(L) Here is the number 1. (Point to student materials.) Which number is equal to 10 times the number 1, or 1 x 10: 0, 5, or 10?","1

Which number is equal to 10 times the number 1, or 1 x 10?",0,5,10,c,NA,Circle13.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.2_L03,5,M05NBT1.2,"(L) Here is the number 3. (Point to student materials.) Which number is equal to 10 times the number 3, or 3 x 10: 8, 30, or 55?","3

Which number is equal to 10 times the number 3, or 3 x 10?",8,30,55,b,NA,Circle14.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.27,NA,NA
M05NBT1.2_L04,5,M05NBT1.2,"(L) Here is the number 2. (Point to student materials.) Which number is equal to 10 times the number 2, or 2 x 10: 20, 53, or 75?","2

Which number is equal to 10 times the number 2, or 2 x 10?",20,53,75,a,NA,Circle15.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.2_M05,5,M05NBT1.2,"(M) Here is the number 4. (Point to student materials.) Which number is equal to 10 times the number 4, or 4 x 10: 4, 22, or 40?","4

Which number is equal to 10 times the number 4, or 4 x 10?",4,22,40,c,NA,NA,NA,NA,NA,NA,prompt (SM),number only,number only,number only,Math_G5_M05NBT1.2_M05_intro.mp3,Math_G5_M05NBT1.2_M05_stem.mp3,Math_G5_M05NBT1.2_M05_a.mp3,Math_G5_M05NBT1.2_M05_b.mp3,Math_G5_M05NBT1.2_M05_c.mp3,NA,NA,FT,OI,NA,NA,NA,0.03,0.03
M05NBT1.2_M06,5,M05NBT1.2,"(M) Here is the number 22.2, which equals twenty plus 2, plus .2. (Point to student materials.) How many times greater is the two in the tens' place compared to the two in the ones' place: 0, 5 or 10?","22.2

How many times greater is the two in the tens' place compared to the two in the ones' place?",0,5,10,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M05NBT1.2_M07,5,M05NBT1.2,"(M) Here is the number 6. (Point to student materials.) Which number is equal to 10 times the number 6, or 6 x 10: 8, 60, or 90?","6

Which number is equal to 10 times the number 6, or 6 x 10?",8,60,90,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.2_M08,5,M05NBT1.2,"(M) Here is the number 5 (point to student materials.) Which number is equal to 10 times the number 5, or 5 x 10: 3, 22, or 50?","5

Which number is equal to 10 times the number 5, or 5 x 10?",3,22,50,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.2_SAMPLE,5,M05NBT1.2,"(M) Here is the number 11.1, which equals ten, plus 1, plus .1 (Point to student materials.) How many times greater is the one in the tens' place compared to the one in the ones' place: 1, 10, or 20?","11.1

How many times greater is the one in the tens' place compared to the one in the ones' place?",1,10,20,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.3AH09,5,M05NBT1.3a,(H) Here are three numbers. (Point to student materials). Point to the number 40.,Point to the number 40.,40,35,42,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.09,NA,NA,NA
M05NBT1.3AH10,5,M05NBT1.3a,"(H) Here are three numbers. (Point to student materials.) Which of these numbers is five point five: A, B, or C?",Which of these numbers is five point five?,0.5,3.5,5.5,c,NA,NA,NA,NA,NA,NA,prompt (SM),number + A,number + B,number + C,Math_G5_M05NBT1.3AH10_intro.mp3,Math_G5_M05NBT1.3AH10_stem.mp3,Math_G5_M05NBT1.3AH10_a.mp3,Math_G5_M05NBT1.3AH10_b.mp3,Math_G5_M05NBT1.3AH10_c.mp3,FT,OI,OI,OI,NA,-1.51,-1.51,-1.51,-1.51
M05NBT1.3AH11,5,M05NBT1.3a,(H) Here are three numbers. (Point to student materials.) Point to the number 60.,Point to the number 60.,50,58,60,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.29,NA,NA,NA
M05NBT1.3AH12,5,M05NBT1.3a,"(H) Here are three numbers (Point to student materials). Which of these numbers is four point five: A, B, or C?",Which of these numbers is four point five?,0.5,4.5,5.4,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.88,NA,NA,NA
M05NBT1.3AL01,5,M05NBT1.3a,(L) Here are three numbers. (Point to student materials.) Point to the number 6.,Point to the number 6.,6,13,19,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.56,NA,NA,NA
M05NBT1.3AL02,5,M05NBT1.3a,(L) Here are three numbers. (Point to student materials.) Point to the number 18.,Point to the number 18.,6,10,18,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.73,NA,NA,NA
M05NBT1.3AL03,5,M05NBT1.3a,(L) Here are three numbers (Point to student materials). Point to the number 11.,Point to the number 11.,2,11,19,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.81,NA,NA,NA
M05NBT1.3AL04,5,M05NBT1.3a,(L) Here are three numbers. (Point to student materials.) Point to the number 20.,Point to the number 20.,5,13,20,c,NA,NA,NA,NA,NA,NA,prompt (SM),number only,number only,number only,NA,NA,NA,NA,NA,FT,OI,OI,OI,NA,-3.02,-3.02,-3.02,-3.02
M05NBT1.3AM05,5,M05NBT1.3a,(M) Here are three numbers. (Point to student materials.) Point to the number 23.,Point to the number 23.,22,23,24,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.44,NA,NA,NA
M05NBT1.3AM06,5,M05NBT1.3a,(M) Here are three numbers. (Point to student materials.) Point to the number 28.,Point to the number 28.,28,29,30,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.35,NA,NA,NA
M05NBT1.3AM07,5,M05NBT1.3a,(M) Here are three numbers (Point to student materials). Point to the number 37.,Point to the number 37.,35,36,37,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.52,NA,NA,NA
M05NBT1.3AM08,5,M05NBT1.3a,(M) Here are three numbers (Point to student materials). Point to the number 39.,Point to the number 39.,39,40,38,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-2.39,NA,NA,NA
M05NBT1.3ASAMPLE,5,M05NBT1.3a,"(H) Here are three numbers (Point to student materials.) Which of these numbers is three point five: A, B, or C?",Which of these numbers is three point five?,0.5,3.5,5.5,b,NA,NA,0.5.ai,3.5.ai,5.5.ai,Numbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.3BH09,5,M05NBT1.3b,"(H) Here are two numbers, 45 and 62 with a blank in between. (Point to student materials.) Point to the correct symbol to complete the equation.","Point to the correct symbol to complete the equation.
45 ___62?",=,<,>,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M05NBT1.3BH10,5,M05NBT1.3b,"(H) Here are two numbers, 5.5 and 4.5 with a blank in between. (Point to student materials.) Point to the correct symbol to complete the equation.","Point to the correct symbol to complete the equation.
5.5 ___4.5?",=,<,>,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.39,NA,NA,NA
M05NBT1.3BH11,5,M05NBT1.3b,"(H) Here are two numbers, 2.5 and 4.5 with a blank in between. (Point to student materials.) Point to the correct symbol to complete the equation.","Point to the correct symbol to complete the equation.
2.5 ___4.5?",=,<,>,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.3BH12,5,M05NBT1.3b,"(H) Here are two numbers, 3.5 and 3.5 with a blank in between. (Point to student materials.) Point to the correct symbol to complete the equation.","Point to the correct symbol to complete the equation.
3.5 ___3.5?",=,<,>,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.22,NA,NA,NA
M05NBT1.3BL01,5,M05NBT1.3b,"(L) Here are two numbers, 6 and 19, with a blank in between. (Point to student materials.) Is 6 the same as 19, less than 19, or more than 19?","Is 6 the same as 19, less than 19, or more than 19?
6 ___19?",=,<,>,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.22,NA,NA,NA
M05NBT1.3BL02,5,M05NBT1.3b,"(L) Here are two numbers, 11 and 4, with a blank in between. (Point to student materials.) Is 11 the same as 4, less than 4 or more than 4?","Is 11 the same as 4, less than 4 or more than 4?
11 ___4?",=,<,>,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.43,NA,NA,NA
M05NBT1.3BL03,5,M05NBT1.3b,"(L) Here are two numbers, 7 and 7, with a blank in between. (Point to student materials.) Is 7 the same as 7 less than 7 or more than 7?","Is 7 the same as 7 less than 7 or more than 7?
7 ___7?",=,<,>,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M05NBT1.3BL04,5,M05NBT1.3b,"(L) Here are two numbers, 4 and 20, with a blank in between. (Point to student materials.) Is 4 the same as 20, less than 20, or more than 20?","Is 4 the same as 20, less than 20, or more than 20?
4 ___20?",=,<,>,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
